3996.321400	0.924395
3994.392674	0.924345
3992.463947	0.924514
3990.535220	0.924929
3988.606494	0.925088
3986.677767	0.924975
3984.749041	0.924809
3982.820314	0.924664
3980.891588	0.924616
3978.962861	0.924435
3977.034135	0.924133
3975.105408	0.924172
3973.176682	0.924520
3971.247955	0.924591
3969.319228	0.924338
3967.390502	0.924385
3965.461775	0.924860
3963.533049	0.925302
3961.604322	0.925373
3959.675596	0.925038
3957.746869	0.924526
3955.818143	0.924126
3953.889416	0.924057
3951.960690	0.924285
3950.031963	0.924669
3948.103236	0.925241
3946.174510	0.925732
3944.245783	0.925623
3942.317057	0.925054
3940.388330	0.924653
3938.459604	0.924524
3936.530877	0.924433
3934.602151	0.924484
3932.673424	0.924787
3930.744698	0.925184
3928.815971	0.925533
3926.887244	0.925760
3924.958518	0.925679
3923.029791	0.925303
3921.101065	0.924990
3919.172338	0.924922
3917.243612	0.925184
3915.314885	0.925674
3913.386159	0.925924
3911.457432	0.925970
3909.528706	0.926233
3907.599979	0.926495
3905.671252	0.926356
3903.742526	0.926009
3901.813799	0.925760
3899.885073	0.925718
3897.956346	0.925947
3896.027620	0.926304
3894.098893	0.926626
3892.170167	0.926851
3890.241440	0.926800
3888.312714	0.926471
3886.383987	0.926269
3884.455260	0.926408
3882.526534	0.926719
3880.597807	0.927085
3878.669081	0.927282
3876.740354	0.927193
3874.811628	0.926991
3872.882901	0.926692
3870.954175	0.926448
3869.025448	0.926470
3867.096722	0.926550
3865.167995	0.926475
3863.239269	0.926411
3861.310542	0.926740
3859.381815	0.927352
3857.453089	0.927564
3855.524362	0.927235
3853.595636	0.926951
3851.666909	0.926952
3849.738183	0.927022
3847.809456	0.927214
3845.880730	0.927663
3843.952003	0.928007
3842.023277	0.927806
3840.094550	0.927374
3838.165823	0.927181
3836.237097	0.927119
3834.308370	0.927232
3832.379644	0.927619
3830.450917	0.927873
3828.522191	0.927795
3826.593464	0.927659
3824.664738	0.927679
3822.736011	0.927846
3820.807285	0.928025
3818.878558	0.928214
3816.949831	0.928511
3815.021105	0.928787
3813.092378	0.928878
3811.163652	0.928755
3809.234925	0.928276
3807.306199	0.927609
3805.377472	0.927332
3803.448746	0.927530
3801.520019	0.927793
3799.591293	0.928066
3797.662566	0.928491
3795.733839	0.928790
3793.805113	0.928777
3791.876386	0.928778
3789.947660	0.928862
3788.018933	0.928699
3786.090207	0.928442
3784.161480	0.928552
3782.232754	0.928670
3780.304027	0.928409
3778.375301	0.928529
3776.446574	0.929219
3774.517847	0.929485
3772.589121	0.929230
3770.660394	0.929182
3768.731668	0.929344
3766.802941	0.929351
3764.874215	0.929241
3762.945488	0.929154
3761.016762	0.929246
3759.088035	0.929664
3757.159309	0.930005
3755.230582	0.929839
3753.301855	0.929438
3751.373129	0.929137
3749.444402	0.929041
3747.515676	0.929114
3745.586949	0.929092
3743.658223	0.929269
3741.729496	0.929986
3739.800770	0.930421
3737.872043	0.930082
3735.943317	0.929693
3734.014590	0.929780
3732.085863	0.930169
3730.157137	0.930419
3728.228410	0.930293
3726.299684	0.930091
3724.370957	0.930111
3722.442231	0.930385
3720.513504	0.930935
3718.584778	0.931478
3716.656051	0.931709
3714.727325	0.931940
3712.798598	0.932321
3710.869871	0.932328
3708.941145	0.931962
3707.012418	0.931901
3705.083692	0.932112
3703.154965	0.932051
3701.226239	0.931803
3699.297512	0.931646
3697.368786	0.931594
3695.440059	0.931579
3693.511333	0.931586
3691.582606	0.931828
3689.653880	0.932176
3687.725153	0.932325
3685.796426	0.932341
3683.867700	0.932099
3681.938973	0.931741
3680.010247	0.931668
3678.081520	0.931760
3676.152794	0.931992
3674.224067	0.932260
3672.295341	0.932095
3670.366614	0.931718
3668.437888	0.931651
